Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M Lei, H Huang, C Feng","Multi-granularity semantic representation model for relation extraction",2021,"Neural Computing and Applications","Springer","https://link.springer.com/article/10.1007/s00521-020-05464-8","",435,"2022-03-25 10:09:03","","10.1007/s00521-020-05464-8","","",,,,,0,0.00,0,3,1,"… multi-granularity semantic representations, our model can handle multiple relation extraction … SemEval-2010 task 8 is usually used to evaluate the performance for relation classification. …","","https://scholar.google.com/scholar?q=related:z4sKJQcdcYwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Q Lin, Y Liu, W Wen, Z Tao","Ensemble Making Few-Shot Learning Stronger",2021,"arXiv preprint arXiv:2105.11904","arxiv.org","https://arxiv.org/abs/2105.11904","",440,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,1,"… for each relation well. This paper aims to learn robust relation representations and similarity metrics from few-shot relation learning. We propose an ensemble learning approach. We …","https://arxiv.org/pdf/2105.11904.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:2ywJiKEGSycJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"J Gong, H Eldardiry","Zero-shot Relation Classification from Side Information",2021,"Proceedings of the 30th ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3459637.3482403","",442,"2022-03-25 10:09:03","","10.1145/3459637.3482403","","",,,,,0,0.00,0,2,1,"… Note that we do not use any other clean, supervised dataset such as SemEval-2010 Task 8 (SemEval) because this dataset only contains 19 kinds of relations, which is less persuasive …","https://dl.acm.org/doi/pdf/10.1145/3459637.3482403","https://scholar.google.com/scholar?q=related:-yCsERa5dL4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"A Mitra, BPS Rawat, DD McManus, ...","Relation Classification for Bleeding Events From Electronic Health Records Using Deep Learning Systems: An Empirical Study",2021,"JMIR medical …","medinform.jmir.org","https://medinform.jmir.org/2021/7/e27527/","",449,"2022-03-25 10:09:03","HTML","","","",,,,,0,0.00,0,4,1,"… promising results for relation classification across different domains. Wu and He [28] used BERT with entity information for relation classification on the SemEval-2010 Task 8 data set [29…","https://medinform.jmir.org/2021/7/e27527/","https://scholar.google.com/scholar?q=related:ZfkbDmbQQwQJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"Q Cheng, J Liu, X Qu, J Zhao, J Liang, ...","HacRED: A Large-Scale Relation Extraction Dataset Toward Hard Cases in Practical Applications",2021,"Findings of the …","aclanthology.org","https://aclanthology.org/2021.findings-acl.249.pdf","https://scholar.google.com/scholar?cites=10610072484317971627&as_sdt=2005&sciodt=2007&hl=en",450,"2022-03-25 10:09:03","PDF","","","",,,,,2,2.00,0,6,1,"Relation extraction (RE) is an essential topic in natural language processing and has attracted extensive attention. Current RE approaches achieve fantastic results on common datasets…","https://aclanthology.org/2021.findings-acl.249.pdf","https://scholar.google.com/scholar?q=related:q0TrvLWMPpMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
3,"Z Li, X Ding, K Liao, B Qin, T Liu","Causalbert: Injecting causal knowledge into pre-trained models with minimal supervision",2021,"arXiv preprint arXiv:2107.09852","arxiv.org","https://arxiv.org/abs/2107.09852","https://scholar.google.com/scholar?cites=15112359660098314550&as_sdt=2005&sciodt=2007&hl=en",451,"2022-03-25 10:09:03","","","","",,,,,3,3.00,1,5,1,"… The key guidelines of our dataset are as follows: 1) The causal relation is explicitly … In order to alleviate the catastrophic forgetting issue seen in our sequential transfer learning …","https://arxiv.org/pdf/2107.09852","https://scholar.google.com/scholar?q=related:NmEaygrjudEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
10,"KD Abeyrathna, B Bhattarai, ...","Massively parallel and asynchronous Tsetlin Machine architecture supporting almost constant-time scaling",2021,"… Machine Learning","proceedings.mlr.press","http://proceedings.mlr.press/v139/abeyrathna21a","https://scholar.google.com/scholar?cites=14399815899714278833&as_sdt=2005&sciodt=2007&hl=en",452,"2022-03-25 10:09:03","","","","",,,,,10,10.00,3,3,1,"… Semeval-2010 task 8: Multiway classification of semantic relations between pairs of nominals. In Proceedings of the Workshop on Semantic Evaluations: Recent Achievements and …","http://proceedings.mlr.press/v139/abeyrathna21a/abeyrathna21a.pdf","https://scholar.google.com/scholar?q=related:sdV9bURs1scJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
7,"C Xia, W Yin, Y Feng, P Yu","Incremental few-shot text classification with multi-round new classes: Formulation, dataset and system",2021,"arXiv preprint arXiv:2104.11882","arxiv.org","https://arxiv.org/abs/2104.11882","https://scholar.google.com/scholar?cites=16904534391737668674&as_sdt=2005&sciodt=2007&hl=en",459,"2022-03-25 10:09:03","","","","",,,,,7,7.00,2,4,1,"… This work more focuses on zero-shot learning and they need to propose different questions … learning process? We answer these questions separately under the incremental learning …","https://arxiv.org/pdf/2104.11882","https://scholar.google.com/scholar?q=related:QtTlGHf4mOoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Gao, R Qi, S Li","A Few-shot Learning Method Based on Bidirectional Encoder Representation from Transformers for Relation Extraction",2021,"2021 IEEE 12th International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9522191/","",461,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,3,1,"… relation extraction effects than network models such as CNN and RNN on the dataset SemEval-2010 Task 8. It … BERT has achieved remarkable results in the field of relation extraction. …","https://ieeexplore.ieee.org/iel7/9521951/9522148/09522191.pdf","https://scholar.google.com/scholar?q=related:yrWYEaYUExsJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
55,"V Nastase, S Szpakowicz, P Nakov, ...","Semantic relations between nominals",2021,"Synthesis lectures on …","morganclaypool.com","https://www.morganclaypool.com/doi/abs/10.2200/S01078ED2V01Y202002HLT049","https://scholar.google.com/scholar?cites=3380050515802054277&as_sdt=2005&sciodt=2007&hl=en",463,"2022-03-25 10:09:03","","10.2200/S01078ED2V01Y202002HLT049","","",,,,,55,55.00,14,4,1,"… , to machine-learning formalisms employed to make the most of the available, and sometimes complex, features. We focus on methods of relation learning which can successfully build …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.672.807&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:hd5BLQla6C4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"W Ali, W Zuo, R Ali, X Zuo, G Rahman","Causality Mining in Natural Languages Using Machine and Deep Learning Techniques: A Survey",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/1332246","https://scholar.google.com/scholar?cites=10605762161863753764&as_sdt=2005&sciodt=2007&hl=en",464,"2022-03-25 10:09:03","","","","",,,,,1,1.00,0,5,1,"… They used the SemEval-2010 Task 8 corpus for enhancing the performance of CM. In [182], a novel idea of Knowledge-Oriented CNN (K-CNN) for causality identification is presented. …","https://www.mdpi.com/2076-3417/11/21/10064/pdf","https://scholar.google.com/scholar?q=related:JAArln48L5MJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"L Wachowiak, C Lang, B Heinisch, ...","Towards Learning Terminological Concept Systems from Multilingual Natural Language Text",2021,"3rd Conference on …","drops.dagstuhl.de","https://drops.dagstuhl.de/opus/volltexte/2021/14558/","",468,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,1,"… the relation typology utilized for our TCS learning approach. … types: SemEval 2007 Task 4 [15] and SemEval 2010 Task 8 [20]… Subsequently, we introduce our term extraction and relation …","https://drops.dagstuhl.de/opus/volltexte/2021/14558/pdf/OASIcs-LDK-2021-22.pdf","https://scholar.google.com/scholar?q=related:BMT6LCkZZ3EJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"M Zhang, T Qian","Multi-Scale Feature and Metric Learning for Relation Extraction",2021,"arXiv preprint arXiv:2107.13425","arxiv.org","https://arxiv.org/abs/2107.13425","",473,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,2,1,"… metric learning paradigm to exploit both the feature-level relation between lexical and syntactic features and the sample-level relation … Szpakowicz, “Semeval-2010 task 8: Multi-way …","https://arxiv.org/pdf/2107.13425","https://scholar.google.com/scholar?q=related:Sf_raWUMmL0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
4,"M Eberts, A Ulges","An end-to-end model for entity-level relation extraction using multi-instance learning",2021,"arXiv preprint arXiv:2102.05980","arxiv.org","https://arxiv.org/abs/2102.05980","https://scholar.google.com/scholar?cites=8935994746580788861&as_sdt=2005&sciodt=2007&hl=en",479,"2022-03-25 10:09:03","","","","",,,,,4,4.00,2,2,1,"… signals via multi-instance learning with multi-level repre… We achieve state-of-theart relation extraction results on the … ) Relation Classification Our final component assigns relation …","https://arxiv.org/pdf/2102.05980","https://scholar.google.com/scholar?q=related:fWa0iOAHA3wJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"D Wegener, S Giesselbach, N Doll, ...","Introducing the NLU Showroom: A NLU Demonstrator for the German Language",2021,"3rd Conference on …","drops.dagstuhl.de","https://drops.dagstuhl.de/opus/volltexte/2021/14564/","",486,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,1,"We present the NLU Showroom, a platform for interactively demonstrating the functionality of natural language understanding models with easy to use visual interfaces. The NLU …","https://drops.dagstuhl.de/opus/volltexte/2021/14564/pdf/OASIcs-LDK-2021-28.pdf","https://scholar.google.com/scholar?q=related:SvA4C5wGFoYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
6,"K Zaporojets, J Deleu, C Develder, ...","DWIE: An entity-centric dataset for multi-task document-level information extraction",2021,"Information Processing & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306457321000662","https://scholar.google.com/scholar?cites=6914197513866358138&as_sdt=2005&sciodt=2007&hl=en",491,"2022-03-25 10:09:03","","","","",,,,,6,6.00,2,4,1,"… , by which we mean that the selection of entity and relation types is a priori defined and limited in … Conversely, we do not a priori limit the entity and relation types to annotate, but adopt a …","https://arxiv.org/pdf/2009.12626","https://scholar.google.com/scholar?q=related:eq3kgAEq9F8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"L Liu, P Li","Transformer with Local-feature Extractor for Relation Extraction",2021,"2021 International Joint Conference on Neural …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9534183/","",494,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,2,1,"… models, our model achieves the best performance on multiple relation extraction datasets. … We train all our model for 70 epochs with SGD with a learning rate of 0.05, the learning rate is …","https://ieeexplore.ieee.org/iel7/9533266/9533267/09534183.pdf","https://scholar.google.com/scholar?q=related:NFDTvi39W1QJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"Y Lu, R Yang, X Jiang, D Zhou, C Yin, Z Li","MRE: A Military Relation Extraction Model Based on BiGRU and Multi-Head Attention",2021,"Symmetry","mdpi.com","https://www.mdpi.com/2073-8994/13/9/1742","",498,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,6,1,"… probability of each relation type, and it chose the relation category corresponding to the maximum conditional probability as the output of the prediction result. As the relation type of the …","https://www.mdpi.com/2073-8994/13/9/1742/pdf","https://scholar.google.com/scholar?q=related:KPgRojV92YUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"BW Zou, RT Huang, ZZ Xu, Y Hong, ...","Language adaptation for entity relation classification via adversarial neural networks",2021,"Journal of Computer …","Springer","https://link.springer.com/article/10.1007/s11390-020-9713-0","https://scholar.google.com/scholar?cites=2742201835385236180&as_sdt=2005&sciodt=2007&hl=en",502,"2022-03-25 10:09:03","","10.1007/s11390-020-9713-0","","",,,,,1,1.00,0,5,1,"… entity relation classification are not evenly distributed among languages. While there are various annotated datasets in English, such as the SemEval 2010 Task-8 … SemEval-2010 task 8: …","","https://scholar.google.com/scholar?q=related:1KqPXApCDiYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"A Gupte, S Sapre, S Sonawane","Knowledge Graph Generation From Text Using Neural Machine Translation Techniques",2021,"… International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9510164/","https://scholar.google.com/scholar?cites=16807026297440027801&as_sdt=2005&sciodt=2007&hl=en",504,"2022-03-25 10:09:03","","","","",,,,,2,2.00,1,3,1,"… and relations are coherent in a graph, the tasks of entity and relation recognition are interdependent, and can be clubbed together under the joint umbrella of EntityRelation Extraction. …","https://ieeexplore.ieee.org/iel7/9509972/9509932/09510164.pdf","https://scholar.google.com/scholar?q=related:mcSPvV6NPukJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
3,"N Ding, S Hu, W Zhao, Y Chen, Z Liu, HT Zheng, ...","Openprompt: An open-source framework for prompt-learning",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2111.01998","https://scholar.google.com/scholar?cites=5589513573848006341&as_sdt=2005&sciodt=2007&hl=en",505,"2022-03-25 10:09:03","","","","",,,,,3,3.00,0,7,1,"… -learning is actually complex and requires a lot of detailed consideration. With general-purpose NLP under the prompt-learning … and efficiently implement promptlearning approaches. …","https://arxiv.org/pdf/2111.01998.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:xT5vHPvwkU0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"HVT Chi, DL Anh, NL Thanh, D Dinh","English-Vietnamese Cross-Lingual Paraphrase Identification Using MT-DNN",2021,"Engineering, Technology & …","etasr.com","https://etasr.com/index.php/ETASR/article/view/4300","https://scholar.google.com/scholar?cites=2118410599743011236&as_sdt=2005&sciodt=2007&hl=en",509,"2022-03-25 10:09:03","","","","",,,,,1,1.00,0,4,1,"… • With many other multi-language pre-trained models, we can achieve not only better embedding but also have a positive effect on our results from the transfer learning method. We …","https://etasr.com/index.php/ETASR/article/download/4300/2579","https://scholar.google.com/scholar?q=related:pLkadjcbZh0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"P Tian","Extracting Measured Properties for Numerical Data with SciBert model and Question Answering",2021,"","essay.utwente.nl","http://essay.utwente.nl/89216/","",520,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,1,1,"… (3) Our model obtains 0.617 F1-score using the SemEval-2010 Task 8 dataset, MeasEval, and outperforms existing state-of-the-art models. The rest of this paper is organized as follows: …","http://essay.utwente.nl/89216/1/Tian_MA_faculty.pdf","https://scholar.google.com/scholar?q=related:-GHmqTdzfvMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"H Jang, B Yoon","TechWordNet: Development of semantic relation for technology information analysis using F-term and natural language processing",2021,"Information Processing & Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306457321002338","",526,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,2,1,"… , the deep learning-based semantic relation model has been … proposes a deep learning-based semantic relation model for … This study contributes to the construction of a deep learning …","","https://scholar.google.com/scholar?q=related:LO3dsHBGx0IJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"CB Alt","Neural sequential transfer learning for relation extraction",2021,"","search.proquest.com","https://search.proquest.com/openview/186c89e6bd777a56fa6aca225f8e71bb/1?pq-origsite=gscholar&cbl=2026366&diss=y","",527,"2022-03-25 10:09:03","BOOK","","","",,,,,0,0.00,0,1,1,"… for examples that do not contain a defined relation. While TACRED is approximately ten times the size of SemEval 2010 Task 8, it contains a much higher fraction of negative training …","https://do.tu-berlin.de/bitstream/11303/12278/4/alt_christoph_benedikt.pdf","https://scholar.google.com/scholar?q=related:zzBtZkuETEcJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"S Wang","The Survey of Joint Entity and Relation Extraction",2021,"International Conference on Computing and Data …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-8885-0_29","",530,"2022-03-25 10:09:03","","10.1007/978-981-16-8885-0_29","","",,,,,0,0.00,0,1,1,"… Semeval-2010 task 8: multi-way classification of semantic relations between pairs of nominals. In: Proceedings of the Workshop on Semantic Evaluations: Recent Achievements and …","","https://scholar.google.com/scholar?q=related:Mlx_Esc_ZkoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
31,"Z Li, Q Li, X Zou, J Ren","Causality extraction based on self-attentive BiLSTM-CRF with transferred embeddings",2021,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231220316027","https://scholar.google.com/scholar?cites=3142518599298216749&as_sdt=2005&sciodt=2007&hl=en",532,"2022-03-25 10:09:03","","","","",,,,,31,31.00,8,4,1,"… In the experiment, we evaluate a corpus obtained by extending the annotations of the SemEval 2010 task 8 dataset. [28]. In the original dataset, only one causal triplet in each sentence …","https://arxiv.org/pdf/1904.07629","https://scholar.google.com/scholar?q=related:LXM6KwR4nCsJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"KL Chien, A Zainal, FA Ghaleb, ...","Application of Knowledge-oriented Convolutional Neural Network For Causal Relation Extraction In South China Sea Conflict Issues",2021,"2021 3rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9392525/","",533,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,1,"… Learning the causal relation from the SCS event is essential to help the relevant countries in learning … Semeval-2010 task 8: Multi-way classification of semantic relations between pairs …","https://ieeexplore.ieee.org/iel7/9392384/9392402/09392525.pdf","https://scholar.google.com/scholar?q=related:yXJESS-CbogJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"V Reshadat, A Akçay, K Zervanou, ...","Relation Representation Learning for Special Cargo Ontology",2021,"2021 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9660108/","",541,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,1,"… the relation representation task, we describe the methodology used in the Relation Extractor … proposed representation learning model with only a few samples for each relation type in …","","https://scholar.google.com/scholar?q=related:TkAdX4PXSDUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
6,"Y Cao, D Chen, Z Xu, H Li, P Luo","Nested relation extraction with iterative neural network",2021,"Frontiers of Computer Science","Springer","https://link.springer.com/article/10.1007/s11704-020-9420-6","https://scholar.google.com/scholar?cites=5918844525720728568&as_sdt=2005&sciodt=2007&hl=en",543,"2022-03-25 10:09:03","","10.1007/s11704-020-9420-6","","",,,,,6,6.00,1,5,1,"… Semeval-2010 task 8: multiway classification of semantic relations between pairs of nominals. In: Proceedings of the Workshop on Semantic Evaluations: Recent Achieve- …","https://dl.acm.org/doi/pdf/10.1145/3357384.3358003","https://scholar.google.com/scholar?q=related:-HNZnLz1I1IJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"M Fayyaz, E Aghazadeh, A Modarressi, ...","Not All Models Localize Linguistic Knowledge in the Same Place: A Layer-wise Probing on BERToids' Representations",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2109.05958","",545,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,1,"Most of the recent works on probing representations have focused on BERT, with the presumption that the findings might be similar to the other models. In this work, we extend the …","https://arxiv.org/pdf/2109.05958","https://scholar.google.com/scholar?q=related:Rs2n5vJX1z0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"X Feng, Y Dai, X Ji, L Zhou, Y Dang","Application of natural language processing in HAZOP reports",2021,"Process Safety and Environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957582021004675","https://scholar.google.com/scholar?cites=3445350344619902387&as_sdt=2005&sciodt=2007&hl=en",552,"2022-03-25 10:09:03","","","","",,,,,1,1.00,0,5,1,"… To solve the problem that HAZOP analysis cases cannot be reused, a HAZOP expert system with learning ability based on semantic similarity is constructed by combining CBR with …","","https://scholar.google.com/scholar?q=related:s8XWWeJX0C8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
1,"V Khetan, MIH Rizvi, J Huber, P Bartusiak, ...","MIMICause: Defining, identifying and predicting types of causal relationships between biomedical concepts from clinical notes",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2110.07090","https://scholar.google.com/scholar?cites=14613141565942945606&as_sdt=2005&sciodt=2007&hl=en",556,"2022-03-25 10:09:03","","","","",,,,,1,1.00,0,5,1,"Understanding of causal narratives communicated in clinical notes can help make strides towards personalized healthcare. In this work, MIMICause, we propose annotation guidelines, …","https://arxiv.org/pdf/2110.07090","https://scholar.google.com/scholar?q=related:RleGmtROzMoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"张勇, 高大林, 巩敦卫, 陶一凡","用于关系抽取的注意力图长短时记忆神经网络",2021,"智能系统学报","html.rhhz.net","http://html.rhhz.net/tis/html/202008036.htm","",559,"2022-03-25 10:09:03","HTML","","","",,,,,0,0.00,0,4,1,"… SemEval 2010 task 8数据集:该数据集主要用于对名词性实体之间的语义关系进行分类.它采用 9种关系类型和一种特殊的关系类型“Other”来描述实体对之间的关系.数据集一共包含10 717条…","http://html.rhhz.net/tis/html/202008036.htm","https://scholar.google.com/scholar?q=related:dy5YUpU4qXAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"T Chansai, R Rojpaisarnkit, T Boriboonsub, ...","Automatic Cause-Effect Relation Extraction from Dental Textbooks Using BERT",2021,"… Conference on Asian …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-91669-5_11","",560,"2022-03-25 10:09:03","","10.1007/978-3-030-91669-5_11","","",,,,,0,0.00,0,4,1,"… As baselines to BERT, we have also tried other deep learning based (ie, CNN for sentence classification [7]) and traditional machine learning classifiers such as Naive Bayes [19], …","","https://scholar.google.com/scholar?q=related:dpUqK68U_rkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"G Li, P Wang, J Xie, R Cui, Z Deng","FEED: A Chinese Financial Event Extraction Dataset Constructed by Distant Supervision",2021,"The 10th International Joint …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3502223.3502229","",562,"2022-03-25 10:09:03","","10.1145/3502223.3502229","","",,,,,0,0.00,0,5,1,"… on SemEval-2010 Task 8, some new tasks about extraction were proposed [8, 13]. ACE 2005 defines 7 coarse-grained entity types and 6 coarse-grained relation … Semeval-2010 task 8: …","https://dl.acm.org/doi/pdf/10.1145/3502223.3502229","https://scholar.google.com/scholar?q=related:QP7PRbH0VPQJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"陈珂, 陈振彬","基于最短依存路径和 BERT 的关系抽取算法研究",2021,"西南师范大学学报 (自然科学版)","xbgjxt.swu.edu.cn","http://xbgjxt.swu.edu.cn/article/doi/10.13718/j.cnki.xsxb.2021.11.008?viewType=HTML","",563,"2022-03-25 10:09:03","","10.13718/j.cnki.xsxb.2021.11.008","","",,,,,0,0.00,0,2,1,"… 本实验将分别在中文人物关系抽取数据集和Semeval-2010 Task 8数据集中进行. 数据集统计如 表2和表3所示. 其中人物关系抽取数据集共10万条文本,其中包含11+1种关系,由于该数据集通过…","",""
0,"JG Moreno, A Doucet, B Grau","Relation Classification via Relation Validation",2021,"… on Semantic Deep Learning …","aclanthology.org","https://aclanthology.org/2021.semdeep-1.4.pdf","",566,"2022-03-25 10:09:03","PDF","","","",,,,,0,0.00,0,3,1,"… In this paper, we propose a meta relation classification model that can integrate the most … relation validation. To do so, we encode the text that may contain the relation and a relation …","https://aclanthology.org/2021.semdeep-1.4.pdf","https://scholar.google.com/scholar?q=related:mIzGQbro5ngJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
3,"Y Qin, W Yang, K Wang, R Huang, F Tian, S Ao, ...","Entity Relation Extraction Based on Entity Indicators",2021,"Symmetry","mdpi.com","https://www.mdpi.com/2073-8994/13/4/539","https://scholar.google.com/scholar?cites=3519517732521233909&as_sdt=2005&sciodt=2007&hl=en",568,"2022-03-25 10:09:03","","","","",,,,,3,3.00,0,7,1,"… Semeval-2010 task 8: Multi-way classification of semantic relations between pairs of nominals. In Proceedings of the 5th International Workshop on Semantic Evaluation, ACL, Uppsala, …","https://www.mdpi.com/2073-8994/13/4/539/pdf","https://scholar.google.com/scholar?q=related:9c2dA7vW1zAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
0,"M Kabir, T Phillips, X Luo, MA Hasan","ASPER: Attention-based Approach to Extract Syntactic Patterns denoting Semantic Relations in Sentential Context",2021,"arXiv preprint arXiv:2104.01523","arxiv.org","https://arxiv.org/abs/2104.01523","",570,"2022-03-25 10:09:03","","","","",,,,,0,0.00,0,4,1,"… SemEval-2010 task 8: Multi-way classification of semantic relations between pairs of nominals. In Proceedings of the 5th International Workshop on Semantic Evaluation, pp. 33–38, …","https://arxiv.org/pdf/2104.01523","https://scholar.google.com/scholar?q=related:pDvi56arMvYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
2,"M Enkhsaikhan, EJ Holden, P Duuring, W Liu","Understanding ore-forming conditions using machine reading of text",2021,"Ore Geology Reviews","Elsevier","https://www.sciencedirect.com/science/article/pii/S0169136821002250","https://scholar.google.com/scholar?cites=5444474305830625443&as_sdt=2005&sciodt=2007&hl=en",571,"2022-03-25 10:09:03","","","","",,,,,2,2.00,1,4,1,"… Semeval-2010 task 8: multi-way classification of semantic relations between pairs of nominals. In: Proceedings of the Workshop on Semantic Evaluations: Recent Achievements and …","","https://scholar.google.com/scholar?q=related:o6DG-4iojksJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22semeval+2010+task+8%22&hl=en&as_sdt=2007"
