Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
39,"T Ferreira, C Gardent, N Ilinykh, ...","The 2020 bilingual, bi-directional webnlg+ shared task overview and evaluation results (webnlg+ 2020)",2020,"Proceedings of the …","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-03148418/","https://scholar.google.com/scholar?cites=11700578990801219134&as_sdt=2005&sciodt=2007&hl=en",155,"2022-03-25 12:38:10","","","","",,,,,39,19.50,10,4,2,"… Conversely, they found that curriculum learning leads to a drop in performance. … is applied using DocRED, a noisy parallel corpus of sentences and their automatically extracted relation (…","https://hal.archives-ouvertes.fr/hal-03148418/document","https://scholar.google.com/scholar?q=related:Pu4ajZnOYKIJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
38,"S Zeng, R Xu, B Chang, L Li","Double graph based reasoning for document-level relation extraction",2020,"arXiv preprint arXiv:2009.13752","arxiv.org","https://arxiv.org/abs/2009.13752","https://scholar.google.com/scholar?cites=6630775516203009499&as_sdt=2005&sciodt=2007&hl=en",9,"2022-03-25 12:38:10","","","","",,,,,38,19.00,10,4,2,"… For more detailed statistics about DocRED, we recommend … set the dropout rate to 0.6, learning rate to 0.001. We train GAIN … as encoder respectively and the learning rate is set to 1e−5. …","https://arxiv.org/pdf/2009.13752","https://scholar.google.com/scholar?q=related:20WjXDM_BVwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
37,"H Tang, Y Cao, Z Zhang, J Cao, F Fang, ...","Hin: Hierarchical inference network for document-level relation extraction",2020,"Pacific-Asia Conference …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-47426-3_16","https://scholar.google.com/scholar?cites=15144260464562964879&as_sdt=2005&sciodt=2007&hl=en",18,"2022-03-25 12:38:10","HTML","10.1007/978-3-030-47426-3_16","","",,,,,37,18.50,6,6,2,"… Relation extraction (RE) aims to detect the semantic relation … In recent years, deep learning models have been widely … We conduct thorough evaluation on DocRED dataset. Results …","https://link.springer.com/chapter/10.1007/978-3-030-47426-3_16","https://scholar.google.com/scholar?q=related:j4lEoKc4K9IJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
53,"H Wang, C Focke, R Sylvester, N Mishra, ...","Fine-tune bert for docred with two-step process",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1909.11898","https://scholar.google.com/scholar?cites=12636173073467245668&as_sdt=2005&sciodt=2007&hl=en",3,"2022-03-25 12:38:10","","","","",,,,,53,17.67,11,5,3,"… relation between entity pairs. We fine-tune the whole model using annotated data in the DocRED … We also found that modeling the document-level relation extraction through a two-step …","https://arxiv.org/pdf/1909.11898","https://scholar.google.com/scholar?q=related:ZARfBHa0XK8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
33,"X Han, T Gao, Y Lin, H Peng, Y Yang, C Xiao, ...","More data, more relations, more context and more openness: A review and outlook for relation extraction",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2004.03186","https://scholar.google.com/scholar?cites=8860907077483388111&as_sdt=2005&sciodt=2007&hl=en",63,"2022-03-25 12:38:10","","","","",,,,,33,16.50,5,7,2,"… on the development of relation extraction models, generalize four promising directions leading to more powerful RE systems (utilizing more data, performing more efficient learning, han…","https://arxiv.org/pdf/2004.03186","https://scholar.google.com/scholar?q=related:z1wkNQpE-HoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
16,"N Zhang, X Chen, X Xie, S Deng, C Tan, ...","Document-level relation extraction as semantic segmentation",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.03618","https://scholar.google.com/scholar?cites=13447926207478634863&as_sdt=2005&sciodt=2007&hl=en",10,"2022-03-25 12:38:10","","","","",,,,,16,16.00,3,6,1,"… state-of-the-art performance on three benchmark datasets DocRED, CDR, and GDA1. … We optimize our model with AdamW using learning rates 2e−5 with a linear warmup for the first 6…","https://arxiv.org/pdf/2106.03618.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:bxlusqKhoLoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
28,"D Wang, W Hu, E Cao, W Sun","Global-to-local neural networks for document-level relation extraction",2020,"arXiv preprint arXiv:2009.10359","arxiv.org","https://arxiv.org/abs/2009.10359","https://scholar.google.com/scholar?cites=14501237680573508607&as_sdt=2005&sciodt=2007&hl=en",30,"2022-03-25 12:38:10","","","","",,,,,28,14.00,7,4,2,"… representations for relation classification. Our model differs in further learning entity local … In this section, we show a few examples from the DocRED development set in Table 9, as a …","https://arxiv.org/pdf/2009.10359","https://scholar.google.com/scholar?q=related:_-sX8ta-PskJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
13,"W Xu, K Chen, T Zhao","Document-level relation extraction with reconstruction",2021,"The 35th AAAI Conference on Artificial Intelligence …","aaai.org","https://www.aaai.org/AAAI21Papers/AAAI-5035.XuW.pdf","https://scholar.google.com/scholar?cites=4497609840594418961&as_sdt=2005&sciodt=2007&hl=en",37,"2022-03-25 12:38:10","PDF","","","",,,,,13,13.00,4,3,1,"… learning an effective graph representation to classify relation category. In inference, the reconstructor is further regarded as a relation indicator to assist relation … -scale DocRED dataset …","https://www.aaai.org/AAAI21Papers/AAAI-5035.XuW.pdf","https://scholar.google.com/scholar?q=related:EX3uFlK4aj4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
11,"B Xu, Q Wang, Y Lyu, Y Zhu, Z Mao","Entity structure within and throughout: Modeling mention dependencies for document-level relation extraction",2021,"arXiv preprint arXiv:2102.10249","arxiv.org","https://arxiv.org/abs/2102.10249","https://scholar.google.com/scholar?cites=5540554631237103783&as_sdt=2005&sciodt=2007&hl=en",23,"2022-03-25 12:38:10","","","","",,,,,11,11.00,2,5,1,"… We perform ablation studies of the proposed approach on DocRED. Again, we consider SSANBiaffine built upon RoBERTa Large. Table 5 gives the results of SSAN when each …","https://arxiv.org/pdf/2102.10249","https://scholar.google.com/scholar?q=related:p3CI_RQB5EwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
10,"J Yang, SC Han, J Poon","A survey on extraction of causal relations from natural language text",2022,"Knowledge and Information Systems","Springer","https://link.springer.com/article/10.1007/s10115-022-01665-w","https://scholar.google.com/scholar?cites=268616559402883951&as_sdt=2005&sciodt=2007&hl=en",76,"2022-03-25 12:38:10","HTML","10.1007/s10115-022-01665-w","","",,,,,10,10.00,3,3,1,"… learning simultaneously: The attention-based module conducts relation representation learning from the interaction between two segments, while a multi-task learning framework uses …","https://link.springer.com/article/10.1007/s10115-022-01665-w","https://scholar.google.com/scholar?q=related:bxv_a1ZRugMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
10,"D Lou, Z Liao, S Deng, N Zhang, H Chen","MLBiNet: A cross-sentence collective event detection network",2021,"arXiv preprint arXiv:2105.09458","arxiv.org","https://arxiv.org/abs/2105.09458","https://scholar.google.com/scholar?cites=1021408025311977094&as_sdt=2005&sciodt=2007&hl=en",143,"2022-03-25 12:38:10","","","","",,,,,10,10.00,2,5,1,"… And we set the batch size as 64, the learning rate as 5 ∗ 10−4 with decay rate 0.99, the … Edgeenhanced graph convolution networks for event detection with syntactic relation. In …","https://arxiv.org/pdf/2105.09458","https://scholar.google.com/scholar?q=related:hh509y_FLA4J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
19,"X Wang, Z Wang, X Han, W Jiang, R Han, Z Liu, ...","MAVEN: A massive general domain event detection dataset",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2004.13590","https://scholar.google.com/scholar?cites=10566315477934742180&as_sdt=2005&sciodt=2007&hl=en",149,"2022-03-25 12:38:10","","","","",,,,,19,9.50,3,7,2,"… We explore two simple transfer learning methods on DMBERT model. (1) Data augmentation (+aug) is to add 18,729 MAVEN instances into ACE 2005 training set and directly train the …","https://arxiv.org/pdf/2004.13590","https://scholar.google.com/scholar?q=related:pBoDx_EXo5IJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
14,"Z Liu, Y Lin, M Sun","Representation learning for natural language processing",2020,"","library.oapen.org","https://library.oapen.org/handle/20.500.12657/39974","https://scholar.google.com/scholar?cites=11078199532261575279&as_sdt=2005&sciodt=2007&hl=en",106,"2022-03-25 12:38:10","BOOK","","","",,,,,14,7.00,5,3,2,"… learning for social relation extraction. In Proceedings of IJCAI, 2017. 21. … learning and representation learning, and sincere encouragements to our research of representation learning …","https://library.oapen.org/bitstream/handle/20.500.12657/39974/2020_Book_RepresentationLearningForNatur.pdf?sequence=1","https://scholar.google.com/scholar?q=related:b4pZn8ervZkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
13,"Y Qin, Y Lin, R Takanobu, Z Liu, P Li, H Ji, ...","Erica: Improving entity and relation understanding for pre-trained language models via contrastive learning",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2012.15022","https://scholar.google.com/scholar?cites=11536461770171246236&as_sdt=2005&sciodt=2007&hl=en",11,"2022-03-25 12:38:10","","","","",,,,,13,6.50,2,7,2,"… Entity Distribution Shifting The entities in supervised datasets of DocRED are recognized by … we fine-tune a BERT model on training set of DocRED for NER tagging and re-tag entities in …","https://arxiv.org/pdf/2012.15022","https://scholar.google.com/scholar?q=related:nGbub9u-GaAJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
6,"Y Yao, A Zhang, X Han, M Li, C Weber, ...","Visual distant supervision for scene graph generation",2021,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content/ICCV2021/html/Yao_Visual_Distant_Supervision_for_Scene_Graph_Generation_ICCV_2021_paper.html","https://scholar.google.com/scholar?cites=12894686906090898138&as_sdt=2005&sciodt=2007&hl=en",48,"2022-03-25 12:38:10","","","","",,,,,6,6.00,1,6,1,"… provide distant supervision for visual relation learning by aligning commonsense knowledge … Docred: A large-scale document-level relation extraction dataset. In Proceedings of ACL, …","http://openaccess.thecvf.com/content/ICCV2021/papers/Yao_Visual_Distant_Supervision_for_Scene_Graph_Generation_ICCV_2021_paper.pdf","https://scholar.google.com/scholar?q=related:2sJtD2wh87IJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
6,"K Zaporojets, J Deleu, C Develder, ...","DWIE: An entity-centric dataset for multi-task document-level information extraction",2021,"Information Processing & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306457321000662","https://scholar.google.com/scholar?cites=6914197513866358138&as_sdt=2005&sciodt=2007&hl=en",71,"2022-03-25 12:38:10","","","","",,,,,6,6.00,2,4,1,"… learning in … (DocRED, BC5CDR, and the final version of our DWIE dataset) RE datasets. We note how other datasets that define the relation in terms of entities (BC5CDR and DocRED) …","https://arxiv.org/pdf/2009.12626","https://scholar.google.com/scholar?q=related:eq3kgAEq9F8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
12,"Y Hong, Y Liu, S Yang, K Zhang, A Wen, J Hu","Improving graph convolutional networks based on relation-aware attention for end-to-end relation extraction",2020,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9036871/","https://scholar.google.com/scholar?cites=13289590331913588976&as_sdt=2005&sciodt=2007&hl=en",84,"2022-03-25 12:38:10","","","","",,,,,12,6.00,2,6,2,"… relation-aware attention mechanism to obtain the relation … spans and the edges are relation representation. Besides, we … the example of learning nodes representation with relation-…","https://ieeexplore.ieee.org/iel7/6287639/8948470/09036871.pdf","https://scholar.google.com/scholar?q=related:8NAs4P4bbrgJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
11,"K Kim, Y Hur, G Kim, H Lim","GREG: A global level relation extraction with knowledge graph embedding",2020,"Applied Sciences","mdpi.com","https://www.mdpi.com/637170","https://scholar.google.com/scholar?cites=15950243715719353590&as_sdt=2005&sciodt=2007&hl=en",44,"2022-03-25 12:38:10","","","","",,,,,11,5.50,3,4,2,"… increasing its reliance on deep learning due to their high … how its local relation extraction module performs on local relation … While we used the standard test set for the DocRED dataset […","https://www.mdpi.com/2076-3417/10/3/1181/pdf","https://scholar.google.com/scholar?q=related:9tRbxCamWt0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
5,"C Yuan, H Huang, C Feng, G Shi, X Wei","Document-level relation extraction with entity-selection attention",2021,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020025521003285","https://scholar.google.com/scholar?cites=5102376279674362359&as_sdt=2005&sciodt=2007&hl=en",21,"2022-03-25 12:38:10","","","","",,,,,5,5.00,1,5,1,"… evaluate the model on the DocRED, which is collected … learning (RL) is one of the effective methods for NLP tasks. We can combine our approach with reinforcement learning for relation …","","https://scholar.google.com/scholar?q=related:95leXDFIz0YJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
5,"W Xu, K Chen, T Zhao","Discriminative reasoning for document-level relation extraction",2021,"arXiv preprint arXiv:2106.01562","arxiv.org","https://arxiv.org/abs/2106.01562","https://scholar.google.com/scholar?cites=18250138611803658078&as_sdt=2005&sciodt=2007&hl=en",32,"2022-03-25 12:38:10","","","","",,,,,5,5.00,2,3,1,"… For more detailed statistics about DocRED, we recommend … The learning rate was set to 1e-3 and we trained the model … (768d) as the encoder and the learning rate was set to 1e−5. For …","https://arxiv.org/pdf/2106.01562","https://scholar.google.com/scholar?q=related:Xpcywl-ERf0J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
5,"S Zeng, Y Wu, B Chang","Sire: Separate intra-and inter-sentential reasoning for document-level relation extraction",2021,"arXiv preprint arXiv:2106.01709","arxiv.org","https://arxiv.org/abs/2106.01709","https://scholar.google.com/scholar?cites=10802978733405697113&as_sdt=2005&sciodt=2007&hl=en",34,"2022-03-25 12:38:10","","","","",,,,,5,5.00,2,3,1,"… can be inferred from the other two relation facts expressed in the … sentences that misguide the learning of relational patterns. … We show two examples from DocRED in Figure 1. We follow …","https://arxiv.org/pdf/2106.01709","https://scholar.google.com/scholar?q=related:WfS-4Ovj65UJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
9,"H Chen, P Hong, W Han, N Majumder, ...","Dialogue relation extraction with document-level heterogeneous graph attention networks",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2009.05092","https://scholar.google.com/scholar?cites=4067652559604544592&as_sdt=2005&sciodt=2007&hl=en",65,"2022-03-25 12:38:10","","","","",,,,,9,4.50,2,5,2,"… -level RE datasets such as DocRED, dialogue text has much … In order to infer the relation between Speaker1 and Emma, … the parameters of batch size, learning rate, and BiLSTM hidden …","https://arxiv.org/pdf/2009.05092","https://scholar.google.com/scholar?q=related:UPTvnHM0czgJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
9,"M Ostendorff, T Ruas, M Schubotz, G Rehm, ...","Pairwise multi-class document classification for semantic relations between wikipedia articles",2020,"Proceedings of the ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3383583.3398525","https://scholar.google.com/scholar?cites=15715899719839174946&as_sdt=2005&sciodt=2007&hl=en",141,"2022-03-25 12:38:10","","10.1145/3383583.3398525","","",,,,,9,4.50,2,5,2,"… relation” to indicate connections between two documents above the syntax level [20]. We model the task of finding the relation r … Moreover, the learning characteristic in our task requires …","https://dl.acm.org/doi/pdf/10.1145/3383583.3398525","https://scholar.google.com/scholar?q=related:ItGsXocXGtoJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
4,"M Eberts, A Ulges","An end-to-end model for entity-level relation extraction using multi-instance learning",2021,"arXiv preprint arXiv:2102.05980","arxiv.org","https://arxiv.org/abs/2102.05980","https://scholar.google.com/scholar?cites=8935994746580788861&as_sdt=2005&sciodt=2007&hl=en",4,"2022-03-25 12:38:10","","","","",,,,,4,4.00,2,2,1,"… We also report the first results for end-to-end relation extraction on DocRED as a reference for future work. In ablation studies we show that (1) combining a global and local …","https://arxiv.org/pdf/2102.05980","https://scholar.google.com/scholar?q=related:fWa0iOAHA3wJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
8,"H Zhou, Y Xu, W Yao, Z Liu, C Lang, ...","Global context-enhanced graph convolutional networks for document-level relation extraction",2020,"Proceedings of the 28th …","aclanthology.org","https://aclanthology.org/2020.coling-main.461/?ref=https://githubhelp.com","https://scholar.google.com/scholar?cites=6398459531730005131&as_sdt=2005&sciodt=2007&hl=en",6,"2022-03-25 12:38:10","HTML","","","",,,,,8,4.00,1,6,2,"… with curriculum learning, which is then fine-tuned on the human-annotated dataset for further improving document-level RE performance. The experimental results on DocRED show …","https://aclanthology.org/2020.coling-main.461/?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:i6x6Kgvly1gJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
7,"Z Jin, Y Yang, X Qiu, Z Zhang","Relation of the relations: A new paradigm of the relation extraction problem",2020,"arXiv preprint arXiv:2006.03719","arxiv.org","https://arxiv.org/abs/2006.03719","https://scholar.google.com/scholar?cites=13176228703932974074&as_sdt=2005&sciodt=2007&hl=en",81,"2022-03-25 12:38:10","","","","",,,,,7,3.50,2,4,2,"… We also conducted analyses to reflect on our model’s performance on learning multi-relation data and the proximity of distributions of correlation of the gold and predicted relations. …","https://arxiv.org/pdf/2006.03719.pdf?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:-gM7ETJe27YJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
7,"X Du, AM Rush, C Cardie","Grit: Generative role-filler transformers for document-level event entity extraction",2020,"arXiv preprint arXiv:2008.09249","arxiv.org","https://arxiv.org/abs/2008.09249","https://scholar.google.com/scholar?cites=6700113010243176669&as_sdt=2005&sciodt=2007&hl=en",131,"2022-03-25 12:38:10","","","","",,,,,7,3.50,2,3,2,"… From the qualitative example (document excerpt and the extractions in Figure 4), we also observe our model recognizes the coreference relation between candidate role-filler entity …","https://arxiv.org/pdf/2008.09249","https://scholar.google.com/scholar?q=related:3YiEukiV-1wJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
3,"L Deng, B Yang, Z Kang, S Yang, S Wu","A noisy label and negative sample robust loss function for DNN-based distant supervised relation extraction",2021,"Neural Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S0893608021001180","https://scholar.google.com/scholar?cites=5982505567127609339&as_sdt=2005&sciodt=2007&hl=en",24,"2022-03-25 12:38:10","","","","",,,,,3,3.00,1,5,1,"… dataset of Docred, … ’ learning process will be interfered by negative samples in the DSRE task, and the prediction accuracy for positive samples will tend to decrease in the initial learning …","","https://scholar.google.com/scholar?q=related:-x9w2x0hBlMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
3,"M Zhou, D Ji, F Li","Relation Extraction in Dialogues: A Deep Learning Model Based on the Generality and Specialty of Dialogue Text",2021,"IEEE/ACM Transactions on Audio, Speech …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9439807/","https://scholar.google.com/scholar?cites=3437205821492968881&as_sdt=2005&sciodt=2007&hl=en",42,"2022-03-25 12:38:10","","","","",,,,,3,3.00,1,3,1,"… [11] utilized the text of Wikipedia to build a dataset, called DocRED, which is the largest human-annotated dataset for document-level relation extraction, to our knowledge. …","https://ieeexplore.ieee.org/iel7/6570655/6633080/09439807.pdf","https://scholar.google.com/scholar?q=related:sT3-yXtosy8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
3,"T Nayak, N Majumder, P Goyal, S Poria","Deep neural approaches to relation triplets extraction: A comprehensive survey",2021,"Cognitive Computation","Springer","https://link.springer.com/article/10.1007/s12559-021-09917-7","https://scholar.google.com/scholar?cites=6460066975267823474&as_sdt=2005&sciodt=2007&hl=en",47,"2022-03-25 12:38:10","","10.1007/s12559-021-09917-7","","",,,,,3,3.00,1,4,1,"… WikiReading [42] and DocRED [43] are two document-level relation extraction datasets … Rozenfeld [56] proposed a self-supervised learning approach for relation extraction from the …","https://arxiv.org/pdf/2103.16929","https://scholar.google.com/scholar?q=related:ch8S5q_EplkJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
3,"O Sabo, Y Elazar, Y Goldberg, I Dagan","Revisiting Few-shot Relation Classification: Evaluation Data and Classification Schemes",2021,"Transactions of the …","direct.mit.edu","https://direct.mit.edu/tacl/article-abstract/doi/10.1162/tacl_a_00392/106791","https://scholar.google.com/scholar?cites=6364453621382613198&as_sdt=2005&sciodt=2007&hl=en",66,"2022-03-25 12:38:10","","10.1162/tacl_a_00392/106791","","",,,,,3,3.00,1,4,1,"… We explore few-shot learning (FSL) for relation classification (RC). Focusing on the realistic scenario of FSL, in which a test instance might not belong to any of the target categories (…","https://direct.mit.edu/tacl/article-pdf/doi/10.1162/tacl_a_00392/1955155/tacl_a_00392.pdf","https://scholar.google.com/scholar?q=related:zoj1K9kUU1gJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
3,"G Nan, G Luo, S Leng, Y Xiao, W Lu","Speaker-oriented latent structures for dialogue-based relation extraction",2021,"arXiv preprint arXiv:2109.05182","arxiv.org","https://arxiv.org/abs/2109.05182","https://scholar.google.com/scholar?cites=10635530259278761299&as_sdt=2005&sciodt=2007&hl=en",86,"2022-03-25 12:38:10","","","","",,,,,3,3.00,1,5,1,"… Learning to predict such a relation is challenging due to entangled utterances such as “You’re the twinkie?” and “She’s not a twinkie”, which may confuse a model when identifying the …","https://arxiv.org/pdf/2109.05182","https://scholar.google.com/scholar?q=related:U4063mv-mJMJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
3,"K Zhao, D Ji, F He, Y Liu, Y Ren","Document-level event causality identification via graph inference mechanism",2021,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S002002552100116X","https://scholar.google.com/scholar?cites=11291784655350189626&as_sdt=2005&sciodt=2007&hl=en",145,"2022-03-25 12:38:10","","","","",,,,,3,3.00,1,5,1,"… the causal relation between events. In Example 1, we can find that the causal relation is … Moreover, we use BertAdam as our optimizer, the learning rate is set to 5e-5 for BERT and …","","https://scholar.google.com/scholar?q=related:Os5aTlF6tJwJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
5,"C Xiao, Y Yao, R Xie, X Han, Z Liu, M Sun, ...","Denoising relation extraction from document-level distant supervision",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2011.03888","https://scholar.google.com/scholar?cites=2770918933500885460&as_sdt=2005&sciodt=2007&hl=en",22,"2022-03-25 12:38:10","","","","",,,,,5,2.50,1,7,2,"… DocRED contains 5,053 humanannotated documents, with 56,354 relational facts and 63,427 relation instances. Besides, DocRED also provides large-scale distantly supervised data, …","https://arxiv.org/pdf/2011.03888","https://scholar.google.com/scholar?q=related:1Hm5zBZIdCYJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
4,"K Huang, G Wang, T Ma, J Huang","Entity and evidence guided relation extraction for docred",2020,"arXiv preprint arXiv:2008.12283","arxiv.org","https://arxiv.org/abs/2008.12283","https://scholar.google.com/scholar?cites=14207769775832043369&as_sdt=2005&sciodt=2007&hl=en",2,"2022-03-25 12:38:10","","","","",,,,,4,2.00,1,4,2,"… E2GRE approach on DocRED, a recently released large-scale dataset for relation extraction… We set the learning rate as 1e-5, λ1 as 1e-4, the hidden dimension of the relation vectors as …","https://arxiv.org/pdf/2008.12283","https://scholar.google.com/scholar?q=related:aQ8Ay1UjLMUJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
2,"H Wang, K Qin, G Lu, J Yin, RY Zakari, ...","Document-level relation extraction using evidence reasoning on RST-GRAPH",2021,"Knowledge-Based …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950705121005360","https://scholar.google.com/scholar?cites=8015620703958066368&as_sdt=2005&sciodt=2007&hl=en",12,"2022-03-25 12:38:10","","","","",,,,,2,2.00,0,6,1,"… -level methods focus on learning a character representation of … be sufficient to identify all potential relation in the document in an … In this section, this article uses the dev set of DocRED to …","","https://scholar.google.com/scholar?q=related:wOSvyY80PW8J:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
2,"Y Xie, J Shen, S Li, Y Mao, J Han","Eider: Evidence-enhanced Document-level Relation Extraction",2021,"arXiv preprint arXiv:2106.08657","arxiv.org","https://arxiv.org/abs/2106.08657","https://scholar.google.com/scholar?cites=12798625388771800174&as_sdt=2005&sciodt=2007&hl=en",26,"2022-03-25 12:38:10","","","","",,,,,2,2.00,0,5,1,"… joint relation and evidence extraction, evidence-centered relation … -art performance on the DocRED dataset, outperforming the … multi-task learning DocRE framework for joint relation and …","https://arxiv.org/pdf/2106.08657","https://scholar.google.com/scholar?q=related:bvQJJ_vZnbEJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
2,"S Verlinden, K Zaporojets, J Deleu, ...","Injecting knowledge base information into end-to-end joint entity and relation extraction and coreference resolution",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2107.02286","https://scholar.google.com/scholar?cites=7533188784186876297&as_sdt=2005&sciodt=2007&hl=en",36,"2022-03-25 12:38:10","","","","",,,,,2,2.00,1,4,1,"… We summarize the comparison of various model choices for both DWIE and DocRED … plicitly also for relations; we leave studying adding relation embedding information for future work.) …","https://arxiv.org/pdf/2107.02286","https://scholar.google.com/scholar?q=related:iWFqY0lDi2gJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
2,"Q Huang, S Zhu, Y Feng, Y Ye, Y Lai, ...","Three sentences are all you need: Local path enhanced document relation extraction",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.01793","https://scholar.google.com/scholar?cites=7411744823346015693&as_sdt=2005&sciodt=2007&hl=en",51,"2022-03-25 12:38:10","","","","",,,,,2,2.00,0,6,1,"… To address this question, we analyze the supporting evidence presented in DocRED. The supporting evidence for a relation instance refers to all the sentences that can be used to …","https://arxiv.org/pdf/2106.01793","https://scholar.google.com/scholar?q=related:zS1h0aXO22YJ:scholar.google.com/&scioq=%22relation%22+%22learning%22+%22docred%22&hl=en&as_sdt=2007"
